0, 1 , 177254,380,2269
0, 2 , 268,369,2263
0, 3 , 262,368,2259
0, 4 , 260,369,2248
0, 5 , 259,368,2246
0, 6 , 263,369,2252
0, 7 , 264,368,2248
0, 8 , 260,368,2262
0, 9 , 260,368,2237
0, 10 , 259,368,2232
0, 11 , 260,368,2229
0, 12 , 260,369,2230
0, 13 , 260,369,2236
0, 14 , 264,368,2273
0, 15 , 260,369,2238
0, 16 , 260,369,2238
0, 17 , 259,368,2228
0, 18 , 259,368,2229
0, 19 , 260,368,2229
0, 20 , 264,369,2231
0, 21 , 264,368,2237
0, 22 , 259,368,2230
0, 23 , 259,368,2251
0, 24 , 261,370,2260
0, 25 , 262,369,2243
0, 26 , 261,368,2226
0, 27 , 263,368,2236
0, 28 , 254,369,2227
0, 29 , 260,368,2242
0, 30 , 261,369,2229
0, 31 , 260,369,2229
0, 32 , 259,369,2227
0, 33 , 260,370,2222
0, 34 , 348,386,2228
0, 35 , 261,368,2234
0, 36 , 260,369,2232
0, 37 , 260,368,2232
0, 38 , 259,369,2224
0, 39 , 259,368,2222
0, 40 , 261,367,2230
0, 41 , 265,368,2235
0, 42 , 258,367,2235
0, 43 , 260,368,2239
0, 44 , 260,369,2232
0, 45 , 260,368,2231
0, 46 , 260,368,2234
0, 47 , 263,369,2227
0, 48 , 264,368,2233
0, 49 , 260,368,2234
0, 50 , 259,368,2247
0, 51 , 258,369,2256
0, 52 , 259,369,2243
0, 53 , 260,370,2240
0, 54 , 261,369,2238
0, 55 , 263,369,2241
0, 56 , 260,368,2248
0, 57 , 260,367,2247
0, 58 , 259,369,2236
0, 59 , 259,369,2242
0, 60 , 259,368,2243
0, 61 , 263,369,2237
0, 62 , 264,368,2254
0, 63 , 260,368,2242
0, 64 , 259,369,2238
0, 65 , 259,369,2245
0, 66 , 259,369,2232
0, 67 , 260,369,2243
0, 68 , 264,368,2247
0, 69 , 282,368,2245
0, 70 , 259,367,2254
0, 71 , 260,368,2236
0, 72 , 259,369,2249
0, 73 , 259,369,2249
0, 74 , 261,368,2248
0, 75 , 264,368,2257
0, 76 , 259,368,2278
0, 77 , 260,368,2245
0, 78 , 259,368,2241
0, 79 , 259,368,2245
0, 80 , 259,368,2246
0, 81 , 263,368,2243
0, 82 , 261,368,2243
0, 83 , 260,368,2259
0, 84 , 260,368,2253
0, 85 , 260,368,2245
0, 86 , 259,369,2254
0, 87 , 258,369,2250
0, 88 , 296,369,2248
0, 89 , 259,369,2243
0, 90 , 259,369,2249
0, 91 , 267,369,2243
0, 92 , 258,369,2261
0, 93 , 264,369,2249
0, 94 , 263,368,2262
0, 95 , 259,368,2254
0, 96 , 260,369,2248
0, 97 , 260,368,2241
0, 98 , 260,368,2260
0, 99 , 260,369,2251
1, 2 , 263,368,2292
1, 3 , 259,368,2252
1, 4 , 264,368,2244
1, 5 , 261,368,2242
1, 6 , 259,369,2243
1, 7 , 260,368,2255
1, 8 , 264,368,2247
1, 9 , 253,367,2246
1, 10 , 260,369,2279
1, 11 , 260,368,2238
1, 12 , 260,369,2234
1, 13 , 260,369,2233
1, 14 , 260,368,2236
1, 15 , 263,368,2237
1, 16 , 259,367,2232
1, 17 , 259,369,2229
1, 18 , 260,368,2268
1, 19 , 260,368,2260
1, 20 , 259,369,2249
1, 21 , 260,367,2233
1, 22 , 263,368,2235
1, 23 , 259,368,2226
1, 24 , 260,368,2238
1, 25 , 259,368,2238
1, 26 , 259,368,2229
1, 27 , 260,368,2228
1, 28 , 259,372,2226
1, 29 , 263,369,2235
1, 30 , 263,368,2225
1, 31 , 259,368,2260
1, 32 , 260,368,2234
1, 33 , 260,368,2223
1, 34 , 259,368,2275
1, 35 , 260,369,2219
1, 36 , 264,367,2222
1, 37 , 264,367,2232
1, 38 , 259,368,2236
1, 39 , 259,368,2231
1, 40 , 258,369,2230
1, 41 , 259,369,2240
1, 42 , 259,369,2226
1, 43 , 264,369,2230
1, 44 , 263,368,2239
1, 45 , 259,368,2248
1, 46 , 258,369,2237
1, 47 , 259,368,2229
1, 48 , 259,369,2233
1, 49 , 259,368,2247
1, 50 , 262,369,2244
1, 51 , 260,368,2242
1, 52 , 258,368,2276
1, 53 , 261,369,2241
1, 54 , 261,369,2383
1, 55 , 266,367,2283
1, 56 , 260,369,2322
1, 57 , 261,369,2279
1, 58 , 260,369,2243
1, 59 , 260,373,2245
1, 60 , 262,368,2245
1, 61 , 262,369,2243
1, 62 , 259,368,2277
1, 63 , 260,369,2250
1, 64 , 261,369,2246
1, 65 , 259,368,2239
1, 66 , 260,368,2241
1, 67 , 263,368,2260
1, 68 , 259,367,2244
1, 69 , 260,368,2251
1, 70 , 258,369,2244
1, 71 , 259,369,2245
1, 72 , 259,369,2245
1, 73 , 264,368,2253
1, 74 , 259,368,2244
1, 75 , 259,367,2244
1, 76 , 260,367,2277
1, 77 , 259,368,2247
1, 78 , 259,368,2245
1, 79 , 263,368,2241
1, 80 , 263,367,2243
1, 81 , 260,368,2255
1, 82 , 259,368,2251
1, 83 , 259,368,2261
1, 84 , 260,369,2244
1, 85 , 259,369,2253
1, 86 , 263,368,2247
1, 87 , 259,368,2241
1, 88 , 260,368,2251
1, 89 , 260,368,2255
1, 90 , 260,368,2247
1, 91 , 259,369,2241
1, 92 , 264,369,2256
1, 93 , 264,368,2250
1, 94 , 258,369,2258
1, 95 , 259,368,2274
1, 96 , 260,368,2240
1, 97 , 260,368,2241
1, 98 , 265,368,2249
1, 99 , 264,368,2237
2, 3 , 259,368,2253
2, 4 , 260,368,2256
2, 5 , 258,372,2246
2, 6 , 261,369,2249
2, 7 , 258,369,2251
2, 8 , 263,369,2250
2, 9 , 259,368,2237
2, 10 , 259,368,2239
2, 11 , 260,368,2237
2, 12 , 260,368,2236
2, 13 , 259,369,2240
2, 14 , 260,369,2231
2, 15 , 264,368,2244
2, 16 , 260,369,2241
2, 17 , 259,369,2241
2, 18 , 259,369,2236
2, 19 , 260,369,2230
2, 20 , 260,369,2232
2, 21 , 260,369,2238
2, 22 , 265,368,2231
2, 23 , 264,369,2238
2, 24 , 259,368,2241
2, 25 , 260,368,2233
2, 26 , 260,370,2241
2, 27 , 259,369,2242
2, 28 , 259,369,2240
2, 29 , 264,367,2233
2, 30 , 254,368,2234
2, 31 , 257,368,2229
2, 32 , 258,367,2231
2, 33 , 259,368,2235
2, 34 , 259,368,2226
2, 35 , 260,368,2227
2, 36 , 260,369,2227
2, 37 , 265,369,2227
2, 38 , 259,369,2228
2, 39 , 261,371,2236
2, 40 , 259,367,2232
2, 41 , 259,369,2229
2, 42 , 259,369,2224
2, 43 , 260,373,2231
2, 44 , 264,369,2231
2, 45 , 264,367,2233
2, 46 , 259,368,2238
2, 47 , 259,368,2236
2, 48 , 259,369,2229
2, 49 , 259,368,2227
2, 50 , 259,369,2236
2, 51 , 264,369,2238
2, 52 , 260,367,2244
2, 53 , 259,368,2248
2, 54 , 259,368,2246
2, 55 , 259,369,2248
2, 56 , 260,369,2242
2, 57 , 259,373,2288
2, 58 , 264,368,2244
2, 59 , 261,367,2239
2, 60 , 260,369,2256
2, 61 , 260,368,2240
2, 62 , 259,369,2245
2, 63 , 259,369,2244
2, 64 , 262,369,2255
2, 65 , 282,369,2315
2, 66 , 297,370,2252
2, 67 , 259,368,2301
2, 68 , 259,369,2251
2, 69 , 262,367,2348
2, 70 , 282,368,2250
2, 71 , 258,369,2239
2, 72 , 316,369,2246
2, 73 , 259,367,2254
2, 74 , 264,369,2250
2, 75 , 260,368,2318
2, 76 , 258,368,2251
2, 77 , 283,368,2252
2, 78 , 259,368,2242
2, 79 , 264,369,2244
2, 80 , 264,369,2240
2, 81 , 259,371,2257
2, 82 , 260,368,2245
2, 83 , 260,368,2251
2, 84 , 260,368,2401
2, 85 , 263,367,2250
2, 86 , 259,369,2253
2, 87 , 259,368,2255
2, 88 , 259,369,2250
2, 89 , 259,369,2255
2, 90 , 261,369,2240
2, 91 , 265,367,2253
2, 92 , 260,368,2251
2, 93 , 259,367,2278
2, 94 , 260,369,2254
2, 95 , 259,369,2247
2, 96 , 260,368,2241
2, 97 , 282,369,2302
2, 98 , 260,369,2239
2, 99 , 258,369,2243
3, 4 , 259,369,2252
3, 5 , 259,368,2260
3, 6 , 263,368,2256
3, 7 , 260,369,2250
3, 8 , 259,369,2246
3, 9 , 259,368,2239
