0, 1 , 177616,405,2308,718
0, 2 , 278,386,2360,710
0, 3 , 276,387,2273,719
0, 4 , 314,387,2282,710
0, 5 , 269,385,2358,714
0, 6 , 279,385,2348,715
0, 7 , 275,386,2297,715
0, 8 , 316,387,2286,715
0, 9 , 276,386,2359,715
0, 10 , 284,387,2317,713
0, 11 , 270,386,2304,708
0, 12 , 329,388,2317,713
0, 13 , 272,385,2351,717
0, 14 , 282,387,2306,707
0, 15 , 324,388,2324,708
0, 16 , 279,387,2356,709
0, 17 , 292,386,2296,713
0, 18 , 325,388,2303,712
0, 19 , 292,386,2330,717
0, 20 , 299,387,2286,711
0, 21 , 281,387,2443,718
0, 22 , 278,388,2338,712
0, 23 , 299,386,2293,713
0, 24 , 277,390,2303,715
0, 25 , 279,387,2326,714
0, 26 , 284,386,2292,712
0, 27 , 298,389,2284,715
0, 28 , 292,388,2297,715
0, 29 , 279,387,2334,713
0, 30 , 287,386,2286,715
0, 31 , 324,388,2295,710
0, 32 , 277,385,2341,705
0, 33 , 275,386,2272,712
0, 34 , 319,388,2290,709
0, 35 , 275,389,2352,713
0, 36 , 272,388,2278,711
0, 37 , 299,387,2280,716
0, 38 , 274,387,2297,713
0, 39 , 275,385,2275,712
0, 40 , 330,388,2372,714
0, 41 , 282,386,2321,717
0, 42 , 279,387,2288,712
0, 43 , 278,388,2303,713
0, 44 , 279,386,2321,712
0, 45 , 296,387,2282,716
0, 46 , 337,388,2293,710
0, 47 , 295,387,2286,708
0, 48 , 290,386,2321,709
0, 49 , 290,386,2282,712
0, 50 , 334,387,2336,725
0, 51 , 293,387,2365,713
0, 52 , 293,387,2326,713
0, 53 , 293,386,2312,717
0, 54 , 334,388,2289,715
0, 55 , 295,385,2346,713
0, 56 , 289,386,2288,710
0, 57 , 286,388,2286,726
0, 58 , 278,387,2352,710
0, 59 , 274,386,2329,712
0, 60 , 297,387,2296,710
0, 61 , 321,390,2292,715
0, 62 , 289,387,2312,710
0, 63 , 298,386,2309,709
0, 64 , 330,390,2305,713
0, 65 , 279,386,2336,711
0, 66 , 300,387,2288,711
0, 67 , 331,390,2289,709
0, 68 , 307,386,2341,708
0, 69 , 306,388,2302,713
0, 70 , 338,391,2315,711
0, 71 , 298,388,2393,711
0, 72 , 300,387,2298,708
0, 73 , 339,392,2319,715
0, 74 , 301,387,2337,717
0, 75 , 290,389,2302,710
0, 76 , 340,392,2355,709
0, 77 , 306,387,2335,714
0, 78 , 308,387,2309,712
0, 79 , 332,390,2302,710
0, 80 , 305,387,2330,714
0, 81 , 291,388,2314,720
0, 82 , 307,388,2308,710
0, 83 , 300,388,2321,714
0, 84 , 279,388,2453,710
0, 85 , 281,382,2274,720
0, 86 , 276,388,2320,713
0, 87 , 279,388,2332,713
0, 88 , 273,389,2289,711
0, 89 , 292,387,2292,714
0, 90 , 274,389,2338,712
0, 91 , 278,386,2289,712
0, 92 , 294,387,2277,724
0, 93 , 288,381,2343,717
0, 94 , 280,388,2270,710
0, 95 , 290,386,2310,712
0, 96 , 279,389,2313,715
0, 97 , 277,389,2301,710
0, 98 , 279,388,2291,713
0, 99 , 281,381,2311,715
1, 2 , 277,389,2270,713
1, 3 , 285,387,2288,713
1, 4 , 275,388,2344,714
1, 5 , 273,387,2305,714
1, 6 , 274,392,2286,715
1, 7 , 287,388,2288,722
1, 8 , 277,387,2333,712
1, 9 , 277,387,2266,715
1, 10 , 270,379,2253,707
1, 11 , 269,377,2280,710
1, 12 , 263,377,2261,706
1, 13 , 264,377,2263,707
1, 14 , 263,377,2265,702
1, 15 , 264,378,2272,710
1, 16 , 275,378,2268,706
1, 17 , 266,377,2279,706
